"Id","SalePrice"
1618,121694.294306663
1619,137615.525331328
1620,165742.208305474
1621,136304.559235197
1622,140159.577219056
1623,281750.792733795
1624,212968.847829208
1625,120661.324633389
1626,167985.971862715
1627,183053.977431258
1628,273147.073337268
1629,175824.951160044
1630,348013.135816993
1631,224671.718407198
1632,248177.993404813
1633,172939.608851795
1634,188255.001906
1635,179647.212929302
1636,152568.540195013
1637,196386.477793425
1638,194470.793486971
1639,183265.216240515
1640,269854.443540379
1641,178875.138086562
1642,232200.401103889
1643,219391.61697521
1644,233181.690402657
1645,196881.889632766
1646,157834.608538308
1647,156878.952649026
1648,131159.416284391
1649,138331.085266061
1650,115371.923795223
1651,116654.228360558
1652,97845.444262595
1653,98866.0535573178
1654,148516.809259938
1655,145251.245989381
1656,146642.209904805
1657,151305.746733624
1658,147752.530736755
1659,120907.491905376
1660,151300.517038652
1661,442668.409824689
1662,393564.468187793
1663,378454.249221435
1664,512101.502968636
1665,297625.411931491
1666,326420.379071396
1667,349890.398379383
1668,330250.714230055
1669,296452.259050378
1670,340351.105389298
1671,267636.802914278
1672,444648.392955428
1673,293344.112269188
1674,241501.864234356
1675,193257.357440035
1676,195344.975110186
1677,223259.528754529
1678,474292.275105595
1679,402830.133481205
1680,345869.311038547
1681,245570.146384989
1682,314744.236778695
1683,185529.224231308
1684,180593.215019753
1685,174621.403817461
1686,170416.968397892
1687,173363.944775059
1688,192095.29584198
1689,192705.41088536
1690,197826.890433843
1691,186588.506625564
1692,259061.097564827
1693,173389.092044192
1694,180283.110598351
1695,162804.852695186
1696,273982.262559931
1697,166381.52772515
1698,347951.793252468
1699,321529.441461725
1700,248604.481135758
1701,274428.183589657
1702,249621.024001669
1703,253656.166394817
1704,281406.163229262
1705,230397.160446172
1706,395868.046347639
1707,210098.19809288
1708,202683.244548626
1709,267439.418340853
1710,218777.925307846
1711,258770.362883336
1712,262867.190251599
1713,265937.964034046
1714,226650.913665714
1715,206292.994159604
1716,185454.005572659
1717,180505.465304229
1718,139149.150711854
1719,203231.125718328
1720,235535.465806307
1721,163217.622929333
1722,129128.572830391
1723,152668.445362887
1724,208892.792701637
1725,240961.130300917
1726,187435.994353996
1727,160078.663190422
1728,177231.16723311
1729,165863.885711967
1730,151559.598097867
1731,123491.297082524
1732,124427.481053531
1733,113180.256280742
1734,113994.394847072
1735,126652.600317759
1736,114838.728845363
1737,296546.796268488
1738,239184.203088189
1739,245815.132618928
1740,222471.567032787
1741,184806.98429036
1742,168570.472636753
1743,175265.958707637
1744,301611.174269762
1745,224835.582382674
1746,193306.348889466
1747,217233.588527581
1748,224279.197904207
1749,152635.628934222
1750,132870.678010208
1751,246206.224854109
1752,120318.335782859
1753,150428.691062682
1754,199888.537651363
1755,170744.051998214
1756,123034.640821984
1757,119098.329763458
1758,142324.285739413
1759,163797.735097342
1760,169861.331470695
1761,151790.646656266
1762,174019.222955243
1763,179191.931044913
1764,117275.432265961
1765,169630.151651133
1766,183605.09160947
1767,218104.33604367
1768,143498.262853711
1769,177909.040509848
1770,152849.998998132
1771,127999.212540762
1772,138882.28397337
1773,122133.251525036
1774,145605.422743287
1775,138372.799200226
1776,125285.349809277
1777,104576.214959248
1778,142543.407553117
1779,110084.898809096
1780,178459.418808391
1781,125289.702193684
1782,82114.8988746968
1783,141058.653244252
1784,105188.276817154
1785,117874.756762838
1786,150167.538187866
1787,162659.47192338
1788,60903.6854328826
1789,98446.5860952784
1790,79689.7744976451
1791,180962.774666176
1792,155978.479877627
1793,131610.494510758
1794,153993.640011819
1795,133108.076685018
1796,118722.752787367
1797,111600.326132665
1798,119440.254555259
1799,109176.353926903
1800,129991.696122319
1801,127587.431430688
1802,135018.907944171
1803,147775.239169055
1804,142931.558588672
1805,138303.737028855
1806,128303.790520402
1807,130852.831445951
1808,120891.888234162
1809,121120.200819754
1810,137314.164638721
1811,95820.8524853135
1812,95014.8087283473
1813,123184.06060021
1814,92774.1079599212
1815,52070.2494206726
1816,94648.1784404407
1817,108038.311762524
1818,145778.273930257
1819,126631.83324127
1820,70414.1437072688
1821,108892.877286921
1822,146523.035200177
1823,52298.3910116296
1824,127415.941417533
1825,131556.18712548
1826,103952.858154929
1827,105847.693793833
1828,140109.807333379
1829,121736.168173208
1830,141163.938645236
1831,149912.957171846
1832,76998.575935619
1833,132944.610071321
1834,119736.05643543
1835,135021.864960985
1836,121973.728548722
1837,87246.6483166355
1838,127855.206625883
1839,96049.507924667
1840,154798.15965352
1841,150052.102185191
1842,89560.7888982233
1843,128988.644828057
1844,138675.524536004
1845,141981.025511078
1846,154712.297402788
1847,162258.465297368
1848,50396.8675235557
1849,103466.369252048
1850,117740.696437503
1851,156692.772976697
1852,128968.051211896
1853,135312.914034099
1854,168213.478716763
1855,152967.084648109
1856,221572.466120642
1857,138075.900807688
1858,132933.068970344
1859,114680.524850044
1860,145163.070498045
1861,113949.813995834
1862,306419.076064833
1863,290844.859821956
1864,290900.277522485
1865,315133.310779981
1866,319877.576964496
1867,226738.790074471
1868,294321.304806713
1869,207088.933166353
1870,229672.718532354
1871,237065.421501954
1872,172203.607723874
1873,244166.04533318
1874,142764.083213157
1875,202086.693934346
1876,192269.438468107
1877,209037.381682036
1878,200474.355130051
1879,128737.276709178
1880,132022.270468256
1881,236529.919104017
1882,252718.208432497
1883,189015.108749866
1884,203074.081924441
1885,241338.643709941
1886,294036.481837659
1887,213734.953208829
1888,268894.359631891
1889,168074.864362372
1890,122460.799840243
1891,136791.929063205
1892,101889.691770862
1893,132310.261720225
1894,129028.759246297
1895,135103.572390094
1896,122671.640779896
1897,111318.27785183
1898,114928.259371904
1899,156653.475403945
1900,146395.209145402
1901,177286.042120735
1902,146033.802960516
1903,216987.961321552
1904,141925.213177251
1905,209419.52126851
1906,158231.978715862
1907,213458.361675925
1908,108479.132526589
1909,139916.955289343
1910,120110.439113994
1911,218866.631905825
1912,349208.609970142
1913,140789.748685406
1914,67381.5995527795
1915,294946.045142431
1916,58993.8001345293
1917,256954.525000839
1918,138388.152208669
1919,173785.69971839
1920,159612.128785528
1921,390432.826736958
1922,302055.778363486
1923,223299.603166862
1924,245903.362876265
1925,198837.789323376
1926,366329.177593511
1927,132996.356678275
1928,155822.184042798
1929,121231.044646401
1930,130461.700065196
1931,138110.778117347
1932,137110.393861906
1933,166679.991754511
1934,177931.991223698
1935,167204.18344819
1936,185606.036813641
1937,183306.29460229
1938,175616.630423648
1939,248938.291509947
1940,194559.318942022
1941,169328.484513476
1942,188912.915079836
1943,219827.075258412
1944,352925.687609355
1945,374676.314103858
1946,138529.809156334
1947,316739.493078767
1948,175934.916381658
1949,245242.54034709
1950,188214.894770492
1951,261029.664568322
1952,233002.658979455
1953,169342.513222117
1954,184172.761792446
1955,134864.582539844
1956,302876.22918798
1957,151702.126351284
1958,292148.65209623
1959,143337.340987794
1960,113150.945268827
1961,119609.493055297
1962,95713.7384917021
1963,100288.5796319
1964,108996.905831332
1965,148917.535583193
1966,140390.601752289
1967,282174.181811508
1968,443850.913791463
1969,387353.314288164
1970,442496.010235276
1971,458796.068777693
1972,374620.08269296
1973,273394.098050758
1974,314842.377498357
1975,537226.698336372
1976,269831.194740709
1977,347889.017967799
1978,355425.290126413
1979,345473.680286105
1980,207985.762429806
1981,335199.47224352
1982,227102.457714183
1983,208906.944694554
1984,176900.339569376
1985,220137.398312312
1986,214704.43592064
1987,180938.452655059
1988,174782.853675163
1989,196481.398396161
1990,210795.033925754
1991,239581.103211852
1992,213017.745245798
1993,172480.497332242
1994,228045.452175707
1995,184383.202703382
1996,254340.843851746
1997,314567.396397609
1998,318648.560183248
1999,264766.799136539
2000,322301.361880269
2001,270949.808466912
2002,242393.415369747
2003,258458.816898853
2004,278259.243072239
2005,220012.973169171
2006,222699.775395911
2007,252887.30408928
2008,213204.843934756
2009,194106.077614229
2010,196400.069608246
2011,142066.786832124
2012,177118.857474037
2013,179123.496754878
2014,187479.590437721
2015,209104.174974797
2016,190549.437278598
2017,199851.056515641
2018,117461.233960747
2019,134444.213650283
2020,109396.900400601
2021,109074.411019969
2022,183242.976873854
2023,145268.711969752
2024,265355.304301334
2025,370984.483795686
2026,173198.146557794
2027,156116.738416267
2028,152945.056181843
2029,161980.814946255
2030,269052.782464763
2031,236286.939934112
2032,250363.13317355
2033,264173.813349491
2034,169779.166092645
2035,215016.774923694
2036,199909.381365605
2037,202734.542497022
2038,300918.491367437
2039,231320.159591943
2040,278474.313390666
2041,303042.940932342
2042,202879.816503909
2043,177596.666456605
2044,174965.107847127
2045,218045.217760073
2046,145755.865577816
2047,143043.521860647
2048,139238.801319898
2049,143496.460328766
2050,179374.086391429
2051,102704.645661034
2052,128432.253355965
2053,147176.896870654
2054,80731.0096944568
2055,155214.577307164
2056,146866.7236428
2057,118109.565508229
2058,221591.825503363
2059,133338.187700746
2060,173191.100340444
2061,176499.717686799
2062,131720.439382361
2063,114831.729051388
2064,139468.167702515
2065,117976.289810676
2066,164627.049478682
2067,112628.995585734
2068,148613.677021134
2069,86002.5225162412
2070,113087.226802582
2071,90382.8161552723
2072,132550.217668179
2073,134359.217352199
2074,187786.443466598
2075,147178.836316988
2076,119422.787184272
2077,159293.832174023
2078,126640.33292624
2079,132986.916723227
2080,118776.012959531
2081,124614.914056006
2082,127097.322413862
2083,146179.340621051
2084,107739.097206911
2085,118795.406498038
2086,118895.275630682
2087,124527.294856923
2088,97532.6421910998
2089,74900.7638505881
2090,128703.239995976
2091,110374.47282897
2092,119505.728409505
2093,121840.263917201
2094,116877.000847128
2095,141033.222963073
2096,82736.5158322367
2097,101668.054968252
2098,138127.924657649
2099,50644.6373371048
2100,80674.3514168013
2101,113591.973720133
2102,128734.281082216
2103,103353.993300532
2104,139430.753533836
2105,127099.798737064
2106,65634.1434937174
2107,210731.286290571
2108,113494.257378299
2109,110881.309772606
2110,128626.514646707
2111,146756.078088922
2112,143350.252036709
2113,124175.250372968
2114,121588.105320607
2115,169525.12080975
2116,119953.937775373
2117,153002.881922733
2118,127210.976620183
2119,113166.553666371
2120,121539.111226348
2121,82833.434926397
2122,109460.16508625
2123,86597.2646161406
2124,168388.442142515
2125,124270.967115073
2126,147950.024679238
2127,164299.017091963
2128,125510.00490126
2129,86025.1172621459
2130,129635.022700344
2131,143827.578411302
2132,117365.362580643
2133,119186.091443168
2134,116371.174065236
2135,85323.9226230941
2136,72563.9566654941
2137,110893.263650764
2138,136566.277875041
2139,151334.911173629
2140,142020.520160477
2141,150825.72452237
2142,124096.619069583
2143,145049.759113393
2144,117444.1434166
2145,138857.420259561
2146,165608.03385806
2147,138045.718384965
2148,141195.216824423
2149,145551.614772557
2150,234416.352357365
2151,113037.572985969
2152,164430.805528767
2153,169483.919657717
2154,110639.555190951
2155,140355.307074588
2156,257016.180500259
2157,234156.355932844
2158,241315.416482141
2159,209122.031615402
2160,183265.021963134
2161,238880.427880994
2162,388087.451755113
2163,353280.156558757
2164,242557.877855995
2165,198547.573348796
2166,147037.450946139
2167,217634.490354674
2168,196778.136700057
2169,195260.33045057
2170,220829.469752968
2171,147612.360087521
2172,133437.752976808
2173,165327.654542638
2174,231707.925036723
2175,301156.101194688
2176,304182.289947996
2177,241036.809008925
2178,212447.454482566
2179,142362.81894826
2180,218551.041426979
2181,192183.34952088
2182,225843.362322404
2183,194845.077224669
2184,122736.213940619
2185,119683.379283664
2186,143796.765989368
2187,153482.910806685
2188,155036.746199298
2189,277451.059375313
2190,81323.8730670207
2191,83355.426976959
2192,92312.225201976
2193,108260.650112723
2194,106167.833706988
2195,108402.588633114
2196,101019.682558493
2197,120248.708770851
2198,161472.604961942
2199,183395.565618107
2200,150267.533713084
2201,141322.317614684
2202,223196.361563683
2203,132823.024313085
2204,177694.717598718
2205,116733.00790688
2206,144819.134994814
2207,206930.399211268
2208,272581.821962143
2209,239295.254275929
2210,117421.937556775
2211,114800.953738664
2212,114914.223897615
2213,101006.157497627
2214,118991.563342408
2215,101108.312861751
2216,141491.621811204
2217,63212.0262905932
2218,81953.5377076293
2219,80093.5914521315
2220,72287.2001931594
2221,297460.763127821
2222,267472.450970462
2223,308737.133869583
2224,204722.798142251
2225,122534.710754594
2226,181095.968357487
2227,200243.924058835
2228,258411.877988906
2229,256440.582263483
2230,147478.469401169
2231,213576.261298587
2232,173883.678912797
2233,180058.374225638
2234,237915.912755847
2235,211191.349824614
2236,278969.148031238
2237,330881.458236594
2238,202994.903442469
2239,115519.268123915
2240,158496.774475415
2241,150262.314508138
2242,119842.824322952
2243,125275.368558426
2244,104706.682025237
2245,97195.18217731
2246,146625.711807062
2247,117910.40008147
2248,122126.459824102
2249,122476.328816925
2250,128752.687523291
2251,97619.2676947009
2252,175901.372994798
2253,152022.230019445
2254,172827.238850635
2255,186956.779216318
2256,183213.127810206
2257,205143.565864527
2258,165853.15520539
2259,173848.984206027
2260,147396.547316305
2261,198657.246112342
2262,213987.228662584
2263,364146.658117711
2264,517745.389957465
2265,174143.684034981
2266,295821.007729299
2267,359453.880841028
2268,412170.419709776
2269,155150.71622647
2270,199940.997515378
2271,221259.594607307
2272,202477.736645412
2273,163141.724716437
2274,177829.500514028
2275,165081.736844125
2276,200738.60399593
2277,185938.135903335
2278,145400.775733677
2279,124657.087621282
2280,117838.395055949
2281,166999.913310823
2282,188987.262170658
2283,104620.44653401
2284,109629.745749589
2285,142594.736631472
2286,123931.47159275
2287,359113.714064748
2288,272694.74206498
2289,390483.415699752
2290,476694.070415688
2291,323857.677537127
2292,439708.424211642
2293,460748.874609282
2294,404271.679296477
2295,488426.107813203
2296,302570.199852753
2297,326094.346965626
2298,333362.188237051
2299,353063.218549477
2300,326235.427164496
2301,292841.243497223
2302,247409.725320287
2303,257013.448777046
2304,253160.204156236
2305,197506.317609238
2306,192817.317380267
2307,198266.322841645
2308,229630.295404918
2309,283314.93875416
2310,215944.34701113
2311,205752.636244227
2312,176098.902957453
2313,174211.793950674
2314,172551.692922074
2315,179074.98483594
2316,197058.959956525
2317,192825.162777354
2318,179960.861761583
2319,185072.252741371
2320,192733.283984805
2321,238165.398667878
2322,180457.994492978
2323,190180.076059789
2324,179535.476342454
2325,225188.026969838
2326,175632.224107255
2327,204437.891339156
2328,221144.812172994
2329,190967.844057749
2330,179102.180561588
2331,361206.409582955
2332,398905.208797766
2333,325735.115410172
2334,259643.264962161
2335,279848.907414612
2336,313212.988482964
2337,209512.027546183
2338,271581.999580628
2339,218020.477296986
2340,386507.340687352
2341,241142.269207437
2342,243165.773779358
2343,227879.008539418
2344,207935.705803801
2345,237992.424802085
2346,217753.502304937
2347,200516.805930041
2348,243893.704071657
2349,173716.968985854
2350,299560.80872579
2351,258984.857193315
2352,255320.660729913
2353,235519.12400543
2354,140259.425165845
2355,151816.950759235
2356,149929.52521917
2357,191209.953079047
2358,193318.662498699
2359,132819.093815341
2360,117625.861451341
2361,144848.251016169
2362,285273.367278375
2363,135528.362377635
2364,157594.201551028
2365,219946.341195534
2366,196028.552061847
2367,234516.023175767
2368,209741.812285559
2369,230249.794339135
2370,162068.421124187
2371,169194.043367352
2372,189267.648985668
2373,274452.686708226
2374,299086.01113809
2375,253743.938999601
2376,282539.043471713
2377,342371.634386381
2378,142922.213342812
2379,198640.190401655
2380,146658.031650915
2381,169420.209719064
2382,202980.696582337
2383,203763.228602392
2384,240101.630942331
2385,164328.7289083
2386,133384.014057698
2387,139080.927368888
2388,100722.794780897
2389,124781.658045253
2390,145014.935189603
2391,139232.286633315
2392,114442.256199456
2393,172706.846590328
2394,141337.796763372
2395,201686.851885827
2396,145163.292397577
2397,227313.431048513
2398,128740.906171902
2399,68572.1753552974
2400,58752.3778972503
2401,109236.006726419
2402,139545.955338229
2403,144337.290619143
2404,151971.529080624
2405,157066.096136566
2406,142132.025651604
2407,122473.572594319
2408,144772.386407418
2409,122695.531141691
2410,167024.890362123
2411,116721.516678991
2412,153493.081986743
2413,131014.622055206
2414,149141.884769539
2415,138887.023512237
2416,127529.318405233
2417,134875.947609476
2418,133689.876593337
2419,122094.364738517
2420,122450.421398142
2421,148778.227500073
2422,111406.65005079
2423,121010.984228904
2424,160641.078411198
2425,187641.910702294
2426,129564.291289635
2427,132772.031769777
2428,177862.029329489
2429,117949.119055408
2430,132001.200648459
2431,107518.265873547
2432,147656.745684296
2433,145625.869469376
2434,142297.892394046
2435,150913.935147256
2436,104399.802530521
2437,110466.556683057
2438,123095.446981518
2439,107379.957593583
2440,119205.460250593
2441,96404.9660234573
2442,99455.4324770703
2443,123752.146911713
2444,131663.815157704
2445,88284.7256851032
2446,137781.030066699
2447,187694.313534858
2448,132337.000440611
2449,110533.514203294
2450,150626.879164908
2451,125624.778808832
2452,198934.320914336
2453,91330.3509928343
2454,115580.293130906
2455,116039.319493359
2456,136320.466707729
2457,128331.926532792
2458,131260.748738076
2459,109986.201353761
2460,145098.715488487
2461,123099.0622631
2462,134684.516066995
2463,127009.577445048
2464,173406.11636308
2465,141657.33309804
2466,108552.049056272
2467,135797.516892886
2468,80886.2599888887
2469,80082.5365043731
2470,180219.219397324
2471,206060.670792213
2472,154601.763528383
2473,115147.046029304
2474,84078.6855980741
2475,216901.089025752
2476,114600.516115484
2477,128426.310611352
2478,153169.966974385
2479,106392.562237035
2480,156281.738054393
2481,123130.720882177
2482,125693.275103882
2483,113730.15886181
2484,123113.236366155
2485,127550.172959852
2486,151865.108491858
2487,159841.076168818
2488,161748.568817599
2489,150552.257615094
2490,143586.697448681
2491,89766.9198166501
2492,185597.413622792
2493,152992.47819982
2494,148501.439068781
2495,88757.2422680302
2496,252938.50170072
2497,156971.881573839
2498,111290.459734932
2499,91266.6506276098
2500,127207.394540795
2501,137290.773400852
2502,147434.683542061
2503,97459.5206409045
2504,174890.212406273
2505,220594.599765852
2506,253031.375760319
2507,298540.443280993
2508,253996.249616674
2509,216790.79262164
2510,219615.628327653
2511,176930.842299309
2512,205285.419123049
2513,222283.731800685
2514,256692.267463336
2515,144306.748483701
2516,171200.287468487
2517,139008.120641695
2518,150797.28545922
2519,228510.798762556
2520,216465.084921013
2521,188563.342988005
2522,224430.069037408
2523,118191.091830689
2524,136507.799823149
2525,144350.542344977
2526,139699.027185158
2527,121550.684125086
2528,123433.764783548
2529,134796.227480313
2530,119203.597029556
2531,250771.953481618
2532,225087.096672668
2533,194254.968002559
2534,234957.282861995
2535,311879.034985452
2536,230776.534038332
2537,241090.062238988
2538,186373.809792181
2539,190987.185603417
2540,177735.875519474
2541,185312.528996205
2542,165972.557208061
2543,124714.300854954
2544,121147.064530826
2545,137207.345084297
2546,131526.203411401
2547,139165.408859406
2548,154051.780121738
2549,157769.506694652
2550,680070.225833415
2551,142916.97512891
2552,122929.84144762
2553,77436.0690144917
2554,102594.463251539
2555,120455.512351161
2556,98126.1500443933
2557,103660.069860498
2558,147784.774448601
2559,136282.269897613
2560,148542.729435385
2561,149605.198820856
2562,129699.46697144
2563,145016.293128965
2564,208378.074107667
2565,132597.069267483
2566,163207.61543007
2567,137351.004792543
2568,193449.602529355
2569,223475.82013225
2570,115413.920921889
2571,188996.944280993
2572,153727.431375588
2573,234885.378347041
2574,312880.626843606
2575,127136.601408498
2576,122109.671782178
2577,133078.354473388
2578,84376.1213808511
2579,56591.1706512615
2580,114465.320871211
2581,115197.363865019
2582,120785.179817355
2583,288380.445163924
2584,180328.26770985
2585,185460.024540154
2586,227690.481413436
2587,198002.96690073
2588,145800.87251905
2589,144087.269573441
2590,206915.181501366
2591,219456.493425435
2592,215792.679030682
2593,247130.240264093
2594,186451.247940407
2595,195726.268463409
2596,296233.477604824
2597,174913.604142453
2598,287571.786049612
2599,319776.612914544
2600,148189.632428951
2601,145626.101537141
2602,83697.2867749706
2603,92884.3478417509
2604,89465.1341729593
2605,79547.2940689616
2606,145682.871851726
2607,203565.328221763
2608,196844.76214074
2609,167394.864614657
2610,110505.930055604
2611,119474.477355302
2612,156738.558760069
2613,130246.045322817
2614,127362.115440681
2615,156522.578698486
2616,145293.365462052
2617,173743.940893476
2618,209315.079471402
2619,204605.570272624
2620,182917.800176148
2621,173920.147934293
2622,180749.037052537
2623,251086.351455701
2624,328074.797878407
2625,308362.535044734
2626,172435.611901689
2627,167643.536457741
2628,465337.859071248
2629,503843.760659782
2630,365111.926536968
2631,458300.695461266
2632,419195.104397191
2633,309284.236329525
2634,408863.702020913
2635,154805.953203442
2636,177859.238288775
2637,168602.076195535
2638,262201.823646119
2639,186178.961748475
2640,148059.394004205
2641,105967.030712957
2642,188697.769307183
2643,99150.7423932377
2644,123982.13250671
2645,104138.653287661
2646,94166.7388903981
2647,100190.204431926
2648,145626.914582418
2649,149195.852960639
2650,142533.217510417
2651,145610.4791487
2652,412019.431482405
2653,252566.827761737
2654,248213.187856912
2655,387964.10066363
2656,318923.439961513
2657,357768.191307775
2658,309235.603011268
2659,301720.306602889
2660,356531.568044394
2661,351205.846716424
2662,352592.229958711
2663,289960.368708982
2664,272134.692872461
2665,319014.98346352
2666,292727.837512168
2667,171279.021225226
2668,184638.672841308
2669,181175.238528212
2670,278040.674122114
2671,187264.541942902
2672,196684.769364286
2673,204217.669247396
2674,200729.317819808
2675,173431.622595567
2676,193442.459088853
2677,191989.178530809
2678,255878.164039645
2679,274746.770182642
2680,288697.811594272
2681,399492.342145953
2682,316799.789392896
2683,520017.245150591
2684,321468.561450201
2685,334109.78962581
2686,259035.625331087
2687,312342.05280215
2688,224831.223984198
2689,209146.010202396
2690,439016.618284896
2691,187552.634840757
2692,142224.621770686
2693,201892.397755347
2694,138918.186873517
2695,194877.075081633
2696,186327.88307627
2697,177048.676688794
2698,187058.76902625
2699,179111.842777521
2700,158755.732954496
2701,150115.71182694
2702,108560.730645069
2703,121412.633052372
2704,138204.881568888
2705,117359.544714254
2706,110584.089236318
2707,121075.985270194
2708,134213.377245752
2709,104564.852527622
2710,122465.470772523
2711,307266.561205537
2712,374735.958008293
2713,166792.761615994
2714,152972.762301659
2715,169475.982570976
2716,150378.303011482
2717,186701.97461466
2718,224153.040545532
2719,155738.855330882
2720,178411.567134282
2721,131212.119197611
2722,166880.933125927
2723,146161.862067721
2724,127044.281017674
2725,129185.790035844
2726,145437.821976796
2727,182717.712419312
2728,177621.471368499
2729,145022.140285659
2730,146173.89533351
2731,125506.223563587
2732,129816.908530759
2733,156127.927099992
2734,149154.577542258
2735,134535.575348553
2736,139145.771412118
2737,121038.445949533
2738,140437.93157864
2739,159649.362433564
2740,131111.56250085
2741,144550.732062735
2742,152457.827189139
2743,151845.429352735
2744,156886.919693091
2745,146170.255961211
2746,135969.314983732
2747,144400.326724005
2748,115111.803149233
2749,126256.069197778
2750,137862.773728172
2751,135350.116135207
2752,201969.350847721
2753,148946.533646724
2754,206572.1834902
2755,131203.667160726
2756,91307.1262886195
2757,69352.0028114863
2758,79659.6323521082
2759,153066.124093221
2760,121650.34547604
2761,142332.060599427
2762,147070.470032685
2763,184644.62887103
2764,145565.989991113
2765,295123.040173886
2766,135045.66366815
2767,88360.5643072123
2768,134295.315156859
2769,128327.217941656
2770,145080.805929354
2771,114205.407594323
2772,117340.974068333
2773,159003.216754006
2774,140592.198515064
2775,115042.583273416
2776,146160.812415435
2777,143007.88522767
2778,100701.176381997
2779,118084.85788923
2780,100020.513240428
2781,94947.7349057973
2782,94959.2432832518
2783,95450.1941758134
2784,124057.853957438
2785,135245.691773605
2786,65005.7202872395
2787,123061.63056532
2788,72622.7806445692
2789,167947.604620904
2790,94621.4486153492
2791,113075.1894001
2792,62531.190871713
2793,156078.370682761
2794,96140.2500781817
2795,124740.12180161
2796,96008.0252677432
2797,199347.63791756
2798,99153.9273852109
2799,112714.113269921
2800,69063.168245205
2801,102451.234335564
2802,134952.44171291
2803,168293.05002321
2804,129091.937926819
2805,97605.7541479185
2806,82732.0165452105
2807,159781.613640372
2808,143930.53575344
2809,136562.805109546
2810,128410.828235855
2811,158592.624155713
2812,151499.34666909
2813,161137.598419009
2814,162286.621867696
2815,97232.4438169558
2816,234519.683957729
2817,149656.069561877
2818,124533.127213768
2819,170685.464751478
2820,138930.917629926
2821,98045.1899950546
2822,189506.548049231
2823,312563.53967403
2824,175999.13724145
2825,131794.952017667
2826,133639.281482806
2827,139388.510542751
2828,219952.916740514
2829,218134.042968297
2830,227695.555745628
2831,177374.647134753
2832,247348.529639795
2833,284621.833557799
2834,218280.472642619
2835,222804.437906038
2836,191267.504502702
2837,163060.644275082
2838,147762.416012271
2839,178536.621549516
2840,199831.917064405
2841,202518.601470929
2842,228113.100086754
2843,148357.407689944
2844,168320.319542856
2845,122689.226108074
2846,205727.366758253
2847,199565.057874819
2848,218876.075697582
